Date,Post_Type,Followers,Likes,Comments,Shares,Saves,Profile Visits,Follows,From Home,From Hashtags,From Explore,From Other,Impressions,Caption,Hashtags
2025-01-24,Carousel,206735,22481,4342,2044,2,3184,2242,6468,27434,18383,6742,60044,View between civil own entire air country actually wear save pick those pattern natural success face stay its.,#person #parent #central #share #down #education #southern #kind
2025-04-16,Carousel,230465,10411,4243,106,887,1935,2057,25103,18289,6140,8518,58784,Recently conference development nothing thus situation citizen cost be scene economy material most always democratic wrong war significant street.,#loss #big #degree #memory #pattern #account #weight #hot
2024-09-08,Carousel,393550,26065,557,716,5384,8452,2431,36779,26299,3439,9309,80132,Indeed central trip memory paper indeed also product happen first.,#director #debate #between #bar #player #market #store #usually #answer
2024-12-04,Image,178235,33025,904,22,410,7189,2135,33762,524,21338,7877,67710,Wear something defense read response young man thing yet have build question beat.,#interesting #mind #put #best #shake #though #door #child #newspaper #rather #have #see #what #man
2025-04-01,Carousel,133632,13662,1271,2170,7315,2366,4791,20122,25335,4830,1937,56128,Process whose draw with building meeting remember five happen wear data role local bring gun beat close writer traditional economic property since marriage white how year effect upon likely easy ground weight car.,#shake #paper #cup #director #hospital #number #do #theory #able #still #activity #fear #news #method
2025-07-02,Carousel,469933,39875,666,549,7520,6246,353,3020,25668,14075,8956,55949,Similar they notice sea attention little keep say show box use generation product myself.,#remember #family #instead #performance #woman #truth #forget #attention #very
2024-06-08,Image,466757,46854,163,1978,957,3463,956,34939,8605,12853,10981,68865,Good off institution officer also particularly vote hospital during will whole send health condition throughout group image although change every process final look few with learn particular.,#rich #side #exist #along #economic #Republican #think #feel #federal #just #medical #arrive #improve #shoulder #role #west #blood #room #condition
2024-09-10,Carousel,267847,6613,1278,2914,5632,9999,4391,12103,10827,27008,9643,62660,Security move let data east save coach fill next bad including phone view idea region never last usually pretty Mrs seat let after name want with power.,#provide #entire #according #represent #manager #other #always #some #size #recently #tend #Mrs
2024-10-03,Image,280922,45291,1274,637,5388,3601,2148,48464,539,19392,7914,79323,Go road later not most term possible Mrs recently yes stock item.,#look #cost #lot #individual #partner #control #audience #wind #eight #suffer #those #affect #walk #husband #writer #affect #hear #culture
2025-06-05,Image,198133,22911,6,375,2341,1656,14,45065,27638,4698,2375,81401,Now truth begin real step ahead local pick bring sure newspaper including born director option item yet development direction certainly herself.,#offer #spend #director #red #attention #score #after #executive #factor
2025-04-30,Reel,238697,3864,4938,2939,3929,5553,4556,26716,24613,2163,9454,67402,Federal range section close pay nearly increase ahead push agreement unit town task seem difference agency face treatment very need movie open not try.,#listen #community #large #character #enough #probably
2026-03-01,Reel,384894,36192,3471,630,270,3442,1281,10931,26579,5774,5907,52182,Personal theory with create top follow different plant leave agency investment heart happen far themselves PM remember collection take amount address part discover find marriage listen catch minute floor building.,#quality #strong #arrive #write #economic #peace #wrong
2025-02-22,Carousel,498415,14044,2365,576,7030,6126,2213,6199,9509,19626,3188,41356,Begin quality both everyone up walk use positive number shake buy kind season million well rather when sort true carry subject defense community explain skill small military figure.,#see #pass #customer #build #news #pass #administration #rich #less #page #certainly #yourself #affect #relationship #personal #everyone #anything #go #else
2025-01-08,Image,272991,26205,2208,1391,1743,3963,2382,18409,629,17708,966,39751,Child team we week less suffer daughter yeah air on.,#worker #military #performance #focus
2025-11-18,Reel,179686,25942,1048,282,2845,5188,1009,15460,6272,1108,4303,29775,Song job election somebody become region card around next magazine everyone.,#sea #on #quality #quality #teach #technology #organization #yeah #fall #hot #value #movie #college #something #fund #out
2025-08-03,Reel,120273,41285,2745,2290,1240,7483,3869,38238,16180,175,12267,71272,Shoulder society particular door nothing make especially wife out modern low reach many baby rich play finish.,#just #stop #agree #part #little #between #contain #agent #whole
2024-12-24,Reel,7570,3299,923,1318,3924,901,4471,39162,22921,38575,12605,115332,Man we member her question exactly now they scientist director budget fish consumer into Democrat soon sort anyone heavy level society individual ever dream throughout.,#another #media #very #attention #data #nice #college #long #thought #agree
2025-07-25,Reel,124008,42024,1804,2717,7520,6267,4050,13769,4622,38056,10676,70708,Current subject include floor movie yet onto public hair education world season night feeling than country shake chair.,#feeling #per #little #wonder #above #good #body #total #world #big #computer #create #race #four #alone #born #care #show #cup
2024-12-07,Carousel,460054,31513,3957,588,987,9529,2409,42923,4450,30709,3082,84388,Compare husband five cup prevent attorney process such fund mother them charge short paper seat threat station life color nor short foreign.,#product #election #treatment #require
2024-10-30,Reel,411303,40951,579,1609,3233,3240,489,7948,21602,6974,10834,51286,Option behind nothing general week time account million suddenly option provide task whole seem.,#process #thus #evidence #effect #popular #should #available #whom #our #another #though #part #instead
2026-02-05,Carousel,377188,35991,4594,1668,1638,9052,1389,4214,3563,7811,14742,31430,Within professor will personal role think building.,#me #run #again #low #finish #talk #between #dinner #any #agent #foot #easy #off
2025-12-22,Image,395583,41007,826,455,1625,2200,917,3826,23626,27773,12291,72422,Natural lot every shoulder cup cell trade term necessary style central religious machine no appear so democratic above election carry it practice either name billion pressure rest already no whom.,#candidate #itself #color
2025-08-28,Carousel,140999,28194,3343,2915,3016,6481,2864,25637,2999,12090,9228,53919,Hundred economic wife would carry difficult find computer player director religious stand society front western trade.,#include #before #subject #career
2025-02-04,Reel,224131,31398,1182,665,12,8244,944,21736,16363,11606,11224,64400,Campaign your send attention choice capital study specific product agent save cultural thought everything what something relationship successful realize everybody own art outside effort million list.,#type #second #recognize #trial #face #audience #this #will
2026-01-15,Image,454105,27037,4991,2475,1005,5253,715,24696,416,4481,10040,42921,Treatment thing head your practice edge simple certainly pick big involve health.,#chair #career #moment #large #determine #information #shake #region #dinner #senior #rule #large #beautiful #wait #Mrs #discussion #quality
2025-02-22,Image,472828,49342,4570,787,5922,3620,1693,46513,6022,7201,8574,72045,Response win box fly else in born necessary whole couple same organization use.,#amount #herself #couple #every #probably #couple #research #art #new #stay #deep #describe #best #free #response #four #entire
2024-11-25,Carousel,122999,49307,1686,2,4017,3540,1287,43696,23181,34955,11618,117995,Company group activity appear hospital design measure dinner sit final ahead single lay six skin home meet within somebody color level.,#special #answer #fire #deal #institution #environmental #future #give #billion #parent #sea #see #Democrat #key
2026-02-13,Image,423950,7102,3659,2360,7409,5213,1476,24589,8646,6491,5057,44918,Pass about sure thousand own work kitchen end spring still want factor first whatever director believe wish trouble where turn sing federal.,#suddenly #matter #itself #station #serious #child #late #necessary #write
2026-02-17,Carousel,239976,21725,1713,1386,6703,6879,1244,11230,22678,15272,7295,57875,Offer certain evening such since clearly pattern themselves certainly.,#art #performance #interview #difficult #building #military #day #always #important #start #large
2024-10-23,Image,82929,10667,1665,2730,2632,5709,4146,6395,21209,36043,13156,78219,Upon wind east east explain to fire subject company community stand discover paper something because.,#ground #firm #opportunity #during #first #begin
2025-11-15,Carousel,299185,23434,150,915,7844,1259,4769,3140,9664,26210,492,42785,Meeting mother star indicate play adult business why these whose stay state specific big dream newspaper some entire at buy have find investment analysis ahead speak draw project detail with speech drug least two series all.,#difference #tax #miss #under #government #teacher #half #song #purpose #positive #area #other #skill #chair #card #threat #stuff #public #entire
